Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"6503","MITSUBISHI ELECTRIC CORP","Industrie","Aandelen","19.261.683,13","0,04","19.261.683,13","1.562.111,00","12,33","Japan","Tokyo Stock Exchange","JPY"
"CSGN","CREDIT SUISSE GROUP AG","Financiële waarden","Aandelen","19.223.863,22","0,04","19.223.863,22","2.061.486,00","9,33","Zwitserland","SIX Swiss Exchange","CHF"
"VMC","VULCAN MATERIALS","Materialen","Aandelen","19.210.484,55","0,04","19.210.484,55","104.855,00","183,21","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VMW","VMWARE CLASS A INC","IT","Aandelen","19.189.460,36","0,04","19.189.460,36","153.811,00","124,76","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SSE","SSE PLC","Nutsbedrijven","Aandelen","19.141.244,44","0,04","19.141.244,44","909.516,00","21,05","Verenigd Koninkrijk","London Stock Exchange","GBP"
"7751","CANON INC","IT","Aandelen","19.095.497,70","0,04","19.095.497,70","794.264,00","24,04","Japan","Tokyo Stock Exchange","JPY"
"TEF","TELEFONICA SA","Communicatie","Aandelen","19.095.431,05","0,04","19.095.431,05","4.130.090,00","4,62","Spanje","Bolsa De Madrid","EUR"
"KEY","KEYCORP","Financiële waarden","Aandelen","19.041.315,90","0,04","19.041.315,90","763.485,00","24,94","Verenigde Staten","New York Stock Exchange Inc.","USD"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financiële waarden","Aandelen","19.035.362,99","0,04","19.035.362,99","287.413,00","66,23","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EXPE","EXPEDIA GROUP INC","Luxe-consumentengoederen","Aandelen","18.986.667,32","0,04","18.986.667,32","110.884,00","171,23","Verenigde Staten","NASDAQ","USD"
"FNV","FRANCO NEVADA CORP","Materialen","Aandelen","18.874.136,53","0,04","18.874.136,53","147.143,00","128,27","Canada","Toronto Stock Exchange","CAD"
"DTE","DTE ENERGY","Nutsbedrijven","Aandelen","18.850.785,59","0,04","18.850.785,59","157.339,00","119,81","Verenigde Staten","New York Stock Exchange Inc.","USD"
"669","TECHTRONIC INDUSTRIES LTD","Industrie","Aandelen","18.836.123,34","0,04","18.836.123,34","1.117.500,00","16,86","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IT","GARTNER INC","IT","Aandelen","18.753.721,62","0,04","18.753.721,62","67.659,00","277,18","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Luxe-consumentengoederen","Aandelen","18.703.943,00","0,04","18.703.943,00","194.630,00","96,10","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CVE","CENOVUS ENERGY INC","Energie","Aandelen","18.488.109,46","0,04","18.488.109,46","1.272.685,00","14,53","Canada","Toronto Stock Exchange","CAD"
"4452","KAO CORP","Basis-consumentengoederen","Aandelen","18.476.172,93","0,04","18.476.172,93","369.924,00","49,95","Japan","Tokyo Stock Exchange","JPY"
"FLTR","FLUTTER ENTERTAINMENT PLC","Luxe-consumentengoederen","Aandelen","18.462.762,84","0,04","18.462.762,84","128.422,00","143,77","Ierland","Irish Stock Exchange - All Market","EUR"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financiële waarden","Aandelen","18.440.555,86","0,04","18.440.555,86","4.749.855,00","3,88","Verenigd Koninkrijk","London Stock Exchange","GBP"
"ABC","AMERISOURCEBERGEN CORP","Gezondheidszorg","Aandelen","18.347.067,73","0,04","18.347.067,73","136.217,00","134,69","Verenigde Staten","New York Stock Exchange Inc.","USD"
"KDP","KEURIG DR PEPPER INC","Basis-consumentengoederen","Aandelen","18.324.999,20","0,04","18.324.999,20","487.367,00","37,60","Verenigde Staten","NASDAQ","USD"
"ON","ON SEMICONDUCTOR CORP","IT","Aandelen","18.310.540,23","0,04","18.310.540,23","341.169,00","53,67","Verenigde Staten","NASDAQ","USD"
"GMAB","GENMAB","Gezondheidszorg","Aandelen","18.271.632,80","0,04","18.271.632,80","56.551,00","323,10","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"5108","BRIDGESTONE CORP","Luxe-consumentengoederen","Aandelen","18.252.063,05","0,04","18.252.063,05","424.051,00","43,04","Japan","Tokyo Stock Exchange","JPY"
"FMG","FORTESCUE METALS GROUP LTD","Materialen","Aandelen","18.163.799,57","0,04","18.163.799,57","1.322.319,00","13,74","Australië","Asx - All Markets","AUD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Gezondheidszorg","Aandelen","18.165.995,40","0,04","18.165.995,40","149.835,00","121,24","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BT.A","BT GROUP PLC","Communicatie","Aandelen","18.107.808,47","0,04","18.107.808,47","6.985.979,00","2,59","Verenigd Koninkrijk","London Stock Exchange","GBP"
"7733","OLYMPUS CORP","Gezondheidszorg","Aandelen","18.074.591,36","0,04","18.074.591,36","865.100,00","20,89","Japan","Tokyo Stock Exchange","JPY"
"EPAM","EPAM SYSTEMS INC","IT","Aandelen","18.062.795,16","0,04","18.062.795,16","41.676,00","433,41","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SWKS","SKYWORKS SOLUTIONS INC","IT","Aandelen","18.011.254,90","0,04","18.011.254,90","131.134,00","137,35","Verenigde Staten","NASDAQ","USD"
"NTRS","NORTHERN TRUST CORP","Financiële waarden","Aandelen","17.916.306,78","0,04","17.916.306,78","156.147,00","114,74","Verenigde Staten","NASDAQ","USD"
"VRSN","VERISIGN INC","IT","Aandelen","17.892.944,64","0,04","17.892.944,64","86.256,00","207,44","Verenigde Staten","NASDAQ","USD"
"CLNX","CELLNEX TELECOM SA","Communicatie","Aandelen","17.830.175,86","0,04","17.830.175,86","393.229,00","45,34","Spanje","Bolsa De Madrid","EUR"
"4901","FUJIFILM HOLDINGS CORP","IT","Aandelen","17.786.100,79","0,04","17.786.100,79","275.761,00","64,50","Japan","Tokyo Stock Exchange","JPY"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aandelen","17.771.230,50","0,04","17.771.230,50","1.124.050,00","15,81","Verenigde Staten","New York Stock Exchange Inc.","USD"
"GEBN","GEBERIT AG","Industrie","Aandelen","17.709.228,84","0,04","17.709.228,84","26.874,00","658,97","Zwitserland","SIX Swiss Exchange","CHF"
"UPM","UPM-KYMMENE","Materialen","Aandelen","17.636.169,96","0,04","17.636.169,96","480.225,00","36,72","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"RF","REGIONS FINANCIAL CORP","Financiële waarden","Aandelen","17.610.848,27","0,04","17.610.848,27","768.697,00","22,91","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SLHN","SWISS LIFE HOLDING AG","Financiële waarden","Aandelen","17.600.034,36","0,04","17.600.034,36","27.580,00","638,14","Zwitserland","SIX Swiss Exchange","CHF"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communicatie","Aandelen","17.590.992,21","0,04","17.590.992,21","126.019,00","139,59","Verenigde Staten","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aandelen","17.591.777,28","0,04","17.591.777,28","136.752,00","128,64","Verenigde Staten","NASDAQ","USD"
"6971","KYOCERA CORP","IT","Aandelen","17.587.877,71","0,04","17.587.877,71","302.914,00","58,06","Japan","Tokyo Stock Exchange","JPY"
"URI","UNITED RENTALS INC","Industrie","Aandelen","17.580.365,40","0,04","17.580.365,40","54.973,00","319,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financiële waarden","Aandelen","17.580.741,91","0,04","17.580.741,91","790.500,00","22,24","Japan","Tokyo Stock Exchange","JPY"
"HBAN","HUNTINGTON BANCSHARES INC","Financiële waarden","Aandelen","17.560.336,50","0,04","17.560.336,50","1.166.025,00","15,06","Verenigde Staten","NASDAQ","USD"
"VIE","VEOLIA ENVIRON. SA","Nutsbedrijven","Aandelen","17.434.929,46","0,04","17.434.929,46","484.452,00","35,99","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"TSCO","TRACTOR SUPPLY","Luxe-consumentengoederen","Aandelen","17.432.826,75","0,04","17.432.826,75","83.311,00","209,25","Verenigde Staten","NASDAQ","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financiële waarden","Aandelen","17.425.779,00","0,04","17.425.779,00","336.405,00","51,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MG","MAGNA INTERNATIONAL INC","Luxe-consumentengoederen","Aandelen","17.396.329,93","0,04","17.396.329,93","220.227,00","78,99","Canada","Toronto Stock Exchange","CAD"
"KHC","KRAFT HEINZ","Basis-consumentengoederen","Aandelen","17.366.219,28","0,04","17.366.219,28","481.192,00","36,09","Verenigde Staten","NASDAQ","USD"
"EIX","EDISON INTERNATIONAL","Nutsbedrijven","Aandelen","17.354.254,50","0,04","17.354.254,50","282.183,00","61,50","Verenigde Staten","New York Stock Exchange Inc.","USD"
"STAN","STANDARD CHARTERED PLC","Financiële waarden","Aandelen","17.340.691,36","0,04","17.340.691,36","2.370.660,00","7,31","Verenigd Koninkrijk","London Stock Exchange","GBP"
"AKZA","AKZO NOBEL NV","Materialen","Aandelen","17.339.070,70","0,04","17.339.070,70","166.761,00","103,98","Nederland","Euronext Amsterdam","EUR"
"GWW","WW GRAINGER INC","Industrie","Aandelen","17.302.687,82","0,04","17.302.687,82","35.929,00","481,58","Verenigde Staten","New York Stock Exchange Inc.","USD"
"OKTA","OKTA INC CLASS A","IT","Aandelen","17.279.040,00","0,04","17.279.040,00","98.400,00","175,60","Verenigde Staten","NASDAQ","USD"
"G","ASSICURAZIONI GENERALI","Financiële waarden","Aandelen","17.226.529,81","0,04","17.226.529,81","845.251,00","20,38","Italië","Borsa Italiana","EUR"
"SGRO","SEGRO REIT PLC","Vastgoed","Aandelen","17.197.241,18","0,04","17.197.241,18","997.780,00","17,24","Verenigd Koninkrijk","London Stock Exchange","GBP"
"IMB","IMPERIAL BRANDS PLC","Basis-consumentengoederen","Aandelen","17.183.709,77","0,04","17.183.709,77","728.225,00","23,60","Verenigd Koninkrijk","London Stock Exchange","GBP"
"2914","JAPAN TOBACCO INC","Basis-consumentengoederen","Aandelen","17.168.045,99","0,04","17.168.045,99","865.298,00","19,84","Japan","Tokyo Stock Exchange","JPY"
"DOCU","DOCUSIGN INC","IT","Aandelen","17.127.063,70","0,04","17.127.063,70","154.730,00","110,69","Verenigde Staten","NASDAQ","USD"
"DRE","DUKE REALTY REIT CORP","Vastgoed","Aandelen","17.097.156,30","0,04","17.097.156,30","309.171,00","55,30","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MTB","M&T BANK CORP","Financiële waarden","Aandelen","17.083.735,06","0,04","17.083.735,06","101.171,00","168,86","Verenigde Staten","New York Stock Exchange Inc.","USD"
"VFC","VF CORP","Luxe-consumentengoederen","Aandelen","17.024.867,70","0,04","17.024.867,70","252.782,00","67,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Nutsbedrijven","Aandelen","16.928.052,75","0,04","16.928.052,75","576.765,00","29,35","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MT","ARCELORMITTAL SA","Materialen","Aandelen","16.911.676,43","0,04","16.911.676,43","560.872,00","30,15","Frankrijk","Euronext Amsterdam","EUR"
"ORA","ORANGE SA","Communicatie","Aandelen","16.906.815,03","0,04","16.906.815,03","1.468.567,00","11,51","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ALB","ALBEMARLE CORP","Materialen","Aandelen","16.902.780,40","0,04","16.902.780,40","82.280,00","205,43","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FE","FIRSTENERGY CORP","Nutsbedrijven","Aandelen","16.870.595,10","0,04","16.870.595,10","408.885,00","41,26","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DNB","DNB BANK","Financiële waarden","Aandelen","16.763.012,12","0,04","16.763.012,12","709.933,00","23,61","Noorwegen","Oslo Bors Asa","NOK"
"AV.","AVIVA PLC","Financiële waarden","Aandelen","16.758.315,20","0,04","16.758.315,20","2.861.577,00","5,86","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CLX","CLOROX","Basis-consumentengoederen","Aandelen","16.683.843,69","0,04","16.683.843,69","100.827,00","165,47","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6301","KOMATSU LTD","Industrie","Aandelen","16.678.973,21","0,04","16.678.973,21","700.438,00","23,81","Japan","Tokyo Stock Exchange","JPY"
"NWG","NATWEST GROUP PLC","Financiële waarden","Aandelen","16.673.890,68","0,04","16.673.890,68","5.065.352,00","3,29","Verenigd Koninkrijk","London Stock Exchange","GBP"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","IT","Aandelen","16.618.141,44","0,04","16.618.141,44","160.283,00","103,68","Verenigde Staten","NASDAQ","USD"
"4543","TERUMO CORP","Gezondheidszorg","Aandelen","16.618.898,18","0,04","16.618.898,18","476.900,00","34,85","Japan","Tokyo Stock Exchange","JPY"
"4911","SHISEIDO LTD","Basis-consumentengoederen","Aandelen","16.611.097,84","0,04","16.611.097,84","343.545,00","48,35","Japan","Tokyo Stock Exchange","JPY"
"6752","PANASONIC CORP","Luxe-consumentengoederen","Aandelen","16.609.717,49","0,04","16.609.717,49","1.582.103,00","10,50","Japan","Tokyo Stock Exchange","JPY"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financiële waarden","Aandelen","16.566.566,52","0,04","16.566.566,52","1.303.928,00","12,71","Zweden","Nasdaq Omx Nordic","SEK"
"IFC","INTACT FINANCIAL CORP","Financiële waarden","Aandelen","16.529.596,26","0,04","16.529.596,26","124.415,00","132,86","Canada","Toronto Stock Exchange","CAD"
"INVH","INVITATION HOMES INC","Vastgoed","Aandelen","16.526.603,52","0,04","16.526.603,52","412.032,00","40,11","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BFB","BROWN FORMAN CORP CLASS B","Basis-consumentengoederen","Aandelen","16.430.238,36","0,04","16.430.238,36","248.604,00","66,09","Verenigde Staten","New York Stock Exchange Inc.","USD"
"COO","COOPER INC","Gezondheidszorg","Aandelen","16.338.788,68","0,04","16.338.788,68","43.058,00","379,46","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Vastgoed","Aandelen","16.290.119,44","0,04","16.290.119,44","83.062,00","196,12","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SAMPO","SAMPO","Financiële waarden","Aandelen","16.278.009,93","0,04","16.278.009,93","337.582,00","48,22","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"6178","JAPAN POST HOLDINGS LTD","Financiële waarden","Aandelen","16.058.341,03","0,04","16.058.341,03","1.910.600,00","8,40","Japan","Tokyo Stock Exchange","JPY"
"6326","KUBOTA CORP","Industrie","Aandelen","16.037.508,55","0,04","16.037.508,55","773.371,00","20,74","Japan","Tokyo Stock Exchange","JPY"
"MDB","MONGODB INC CLASS A","IT","Aandelen","15.982.105,17","0,04","15.982.105,17","45.467,00","351,51","Verenigde Staten","NASDAQ","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materialen","Aandelen","15.964.717,98","0,04","15.964.717,98","42.802,00","372,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"KNEBV","KONE","Industrie","Aandelen","15.805.487,77","0,04","15.805.487,77","249.940,00","63,24","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"REP","REPSOL SA","Energie","Aandelen","15.803.254,13","0,04","15.803.254,13","1.260.412,00","12,54","Spanje","Bolsa De Madrid","EUR"
"8053","SUMITOMO CORP","Industrie","Aandelen","15.679.920,22","0,04","15.679.920,22","1.048.765,00","14,95","Japan","Tokyo Stock Exchange","JPY"
"ESS","ESSEX PROPERTY TRUST REIT INC","Vastgoed","Aandelen","15.680.505,25","0,04","15.680.505,25","48.887,00","320,75","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PKI","PERKINELMER INC","Gezondheidszorg","Aandelen","15.656.850,60","0,03","15.656.850,60","95.556,00","163,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financiële waarden","Aandelen","15.631.291,52","0,03","15.631.291,52","215.872,00","72,41","Verenigde Staten","NASDAQ","USD"
"ETR","ENTERGY CORP","Nutsbedrijven","Aandelen","15.622.273,68","0,03","15.622.273,68","142.552,00","109,59","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financiële waarden","Aandelen","15.613.905,21","0,03","15.613.905,21","154.731,00","100,91","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NET","CLOUDFLARE INC CLASS A","IT","Aandelen","15.605.562,96","0,03","15.605.562,96","194.244,00","80,34","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ALLY","ALLY FINANCIAL INC","Financiële waarden","Aandelen","15.589.227,92","0,03","15.589.227,92","330.841,00","47,12","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TRU","TRANSUNION","Industrie","Aandelen","15.582.936,81","0,03","15.582.936,81","162.373,00","95,97","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Nutsbedrijven","Aandelen","15.576.530,32","0,03","15.576.530,32","180.451,00","86,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"KBC","KBC GROEP","Financiële waarden","Aandelen","15.573.341,56","0,03","15.573.341,56","178.259,00","87,36","België","Nyse Euronext - Euronext Brussels","EUR"
"FTS","FORTIS INC","Nutsbedrijven","Aandelen","15.569.565,37","0,03","15.569.565,37","334.772,00","46,51","Canada","Toronto Stock Exchange","CAD"
"11","HANG SENG BANK LTD","Financiële waarden","Aandelen","15.537.052,71","0,03","15.537.052,71","769.415,00","20,19","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"IR","INGERSOLL RAND INC","Industrie","Aandelen","15.533.393,83","0,03","15.533.393,83","283.301,00","54,83","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industrie","Aandelen","15.530.205,40","0,03","15.530.205,40","226.190,00","68,66","Verenigde Staten","New York Stock Exchange Inc.","USD"
"STE","STERIS","Gezondheidszorg","Aandelen","15.515.402,76","0,03","15.515.402,76","72.111,00","215,16","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Aandelen","15.494.264,40","0,03","15.494.264,40","35.767,00","433,20","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8801","MITSUI FUDOSAN LTD","Vastgoed","Aandelen","15.477.210,63","0,03","15.477.210,63","757.586,00","20,43","Japan","Tokyo Stock Exchange","JPY"
"EVO","EVOLUTION","Luxe-consumentengoederen","Aandelen","15.450.775,99","0,03","15.450.775,99","133.601,00","115,65","Zweden","Nasdaq Omx Nordic","SEK"
"GIB.A","CGI INC","IT","Aandelen","15.432.194,61","0,03","15.432.194,61","191.042,00","80,78","Canada","Toronto Stock Exchange","CAD"
"6857","ADVANTEST CORP","IT","Aandelen","15.384.780,63","0,03","15.384.780,63","201.600,00","76,31","Japan","Tokyo Stock Exchange","JPY"
"AVTR","AVANTOR INC","Gezondheidszorg","Aandelen","15.365.849,40","0,03","15.365.849,40","442.310,00","34,74","Verenigde Staten","New York Stock Exchange Inc.","USD"
"2","CLP HOLDINGS LTD","Nutsbedrijven","Aandelen","15.332.972,87","0,03","15.332.972,87","1.516.689,00","10,11","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TEP","TELEPERFORMANCE","Industrie","Aandelen","15.307.499,85","0,03","15.307.499,85","42.298,00","361,90","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"2502","ASAHI GROUP HOLDINGS LTD","Basis-consumentengoederen","Aandelen","15.293.958,94","0,03","15.293.958,94","376.062,00","40,67","Japan","Tokyo Stock Exchange","JPY"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materialen","Aandelen","15.256.720,68","0,03","15.256.720,68","476.585,00","32,01","Canada","Toronto Stock Exchange","CAD"
"16","SUN HUNG KAI PROPERTIES LTD","Vastgoed","Aandelen","15.253.761,56","0,03","15.253.761,56","1.245.516,00","12,25","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9020","EAST JAPAN RAILWAY","Industrie","Aandelen","15.149.163,29","0,03","15.149.163,29","272.796,00","55,53","Japan","Tokyo Stock Exchange","JPY"
"SUI","SUN COMMUNITIES REIT INC","Vastgoed","Aandelen","15.144.406,95","0,03","15.144.406,95","84.705,00","178,79","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NDAQ","NASDAQ INC","Financiële waarden","Aandelen","15.090.737,49","0,03","15.090.737,49","87.579,00","172,31","Verenigde Staten","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industrie","Aandelen","15.087.729,33","0,03","15.087.729,33","145.612,00","103,62","Canada","Toronto Stock Exchange","CAD"
