Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"4021","NISSAN CHEMICAL CORP","Materialen","Aandelen","4.713.759,80","0,01","4.713.759,80","91.000,00","51,80","Japan","Tokyo Stock Exchange","JPY"
"DAL","DELTA AIR LINES INC","Industrie","Aandelen","4.707.231,84","0,01","4.707.231,84","122.776,00","38,34","Verenigde Staten","New York Stock Exchange Inc.","USD"
"F34","WILMAR INTERNATIONAL LTD","Basis-consumentengoederen","Aandelen","4.702.735,09","0,01","4.702.735,09","1.504.097,00","3,13","Singapore","Singapore Exchange","SGD"
"EDPR","EDP RENOVAVEIS SA","Nutsbedrijven","Aandelen","4.696.229,72","0,01","4.696.229,72","226.100,00","20,77","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"4768","OTSUKA CORP","IT","Aandelen","4.679.253,67","0,01","4.679.253,67","118.986,00","39,33","Japan","Tokyo Stock Exchange","JPY"
"7701","SHIMADZU CORP","IT","Aandelen","4.673.375,89","0,01","4.673.375,89","139.051,00","33,61","Japan","Tokyo Stock Exchange","JPY"
"K","KINROSS GOLD CORP","Materialen","Aandelen","4.672.589,79","0,01","4.672.589,79","875.766,00","5,34","Canada","Toronto Stock Exchange","CAD"
"GETI B","GETINGE B","Gezondheidszorg","Aandelen","4.674.899,37","0,01","4.674.899,37","130.706,00","35,77","Zweden","Nasdaq Omx Nordic","SEK"
"2433","HAKUHODO DY HOLDINGS INC","Communicatie","Aandelen","4.660.405,39","0,01","4.660.405,39","319.300,00","14,60","Japan","Tokyo Stock Exchange","JPY"
"5411","JFE HOLDINGS INC","Materialen","Aandelen","4.651.607,50","0,01","4.651.607,50","371.887,00","12,51","Japan","Tokyo Stock Exchange","JPY"
"1821","ESR CAYMAN LTD","Vastgoed","Aandelen","4.640.124,28","0,01","4.640.124,28","1.398.266,00","3,32","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BALD B","FASTIGHETS BALDER B","Vastgoed","Aandelen","4.624.310,69","0,01","4.624.310,69","73.511,00","62,91","Zweden","Nasdaq Omx Nordic","SEK"
"WTC","WISETECHGLOBAL PTY LTD","IT","Aandelen","4.611.791,34","0,01","4.611.791,34","151.008,00","30,54","Australië","Asx - All Markets","AUD"
"SOF","SOFINA SA","Financiële waarden","Aandelen","4.600.735,86","0,01","4.600.735,86","11.797,00","389,99","België","Nyse Euronext - Euronext Brussels","EUR"
"ALA","ALTAGAS LTD","Nutsbedrijven","Aandelen","4.595.888,38","0,01","4.595.888,38","224.279,00","20,49","Canada","Toronto Stock Exchange","CAD"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Communicatie","Aandelen","4.595.023,68","0,01","4.595.023,68","180.622,00","25,44","Verenigde Staten","NASDAQ","USD"
"MPL","MEDIBANK PRIVATE LTD","Financiële waarden","Aandelen","4.582.155,74","0,01","4.582.155,74","2.049.883,00","2,24","Australië","Asx - All Markets","AUD"
"TXG","10X GENOMICS INC CLASS A","Gezondheidszorg","Aandelen","4.580.029,98","0,01","4.580.029,98","53.343,00","85,86","Verenigde Staten","NASDAQ","USD"
"9005","TOKYU CORP","Industrie","Aandelen","4.560.372,07","0,01","4.560.372,07","352.391,00","12,94","Japan","Tokyo Stock Exchange","JPY"
"TFII","TFI INTERNATIONAL INC","Industrie","Aandelen","4.556.400,00","0,01","4.556.400,00","49.361,00","92,31","Canada","Toronto Stock Exchange","CAD"
"6146","DISCO CORP","IT","Aandelen","4.550.998,31","0,01","4.550.998,31","16.600,00","274,16","Japan","Tokyo Stock Exchange","JPY"
"PTON","PELOTON INTERACTIVE CLASS A INC","Luxe-consumentengoederen","Aandelen","4.543.393,65","0,01","4.543.393,65","189.545,00","23,97","Verenigde Staten","NASDAQ","USD"
"LI","KLEPIERRE REIT SA","Vastgoed","Aandelen","4.519.695,32","0,01","4.519.695,32","170.189,00","26,56","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"FR","VALEO","Luxe-consumentengoederen","Aandelen","4.512.010,47","0,01","4.512.010,47","162.792,00","27,72","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"CYBR","CYBER ARK SOFTWARE LTD","IT","Aandelen","4.504.663,45","0,01","4.504.663,45","35.245,00","127,81","Israël","NASDAQ","USD"
"NVAX","NOVAVAX INC","Gezondheidszorg","Aandelen","4.468.975,12","0,01","4.468.975,12","61.286,00","72,92","Verenigde Staten","NASDAQ","USD"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Luxe-consumentengoederen","Aandelen","4.467.062,24","0,01","4.467.062,24","103.140,00","43,31","Japan","Tokyo Stock Exchange","JPY"
"QBR.B","QUEBECOR INC CLASS B","Communicatie","Aandelen","4.465.018,93","0,01","4.465.018,93","195.720,00","22,81","Canada","Toronto Stock Exchange","CAD"
"6965","HAMAMATSU PHOTONICS","IT","Aandelen","4.454.502,14","0,01","4.454.502,14","93.500,00","47,64","Japan","Tokyo Stock Exchange","JPY"
"GFC","GECINA SA","Vastgoed","Aandelen","4.451.739,40","0,01","4.451.739,40","33.710,00","132,06","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Luxe-consumentengoederen","Aandelen","4.440.285,75","0,01","4.440.285,75","81.146,00","54,72","Verenigd Koninkrijk","London Stock Exchange","GBP"
"4042","TOSOH CORP","Materialen","Aandelen","4.433.353,54","0,01","4.433.353,54","293.300,00","15,12","Japan","Tokyo Stock Exchange","JPY"
"2002","NISSHIN SEIFUN GROUP INC","Basis-consumentengoederen","Aandelen","4.429.026,81","0,01","4.429.026,81","316.600,00","13,99","Japan","Tokyo Stock Exchange","JPY"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Vastgoed","Aandelen","4.428.136,34","0,01","4.428.136,34","3.326,00","1.331,37","Japan","Tokyo Stock Exchange","JPY"
"EDF","ELECTRICITE DE FRANCE SA","Nutsbedrijven","Aandelen","4.401.936,36","0,01","4.401.936,36","469.586,00","9,37","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4751","CYBER AGENT INC","Communicatie","Aandelen","4.397.210,79","0,01","4.397.210,79","358.500,00","12,27","Japan","Tokyo Stock Exchange","JPY"
"TEN","TENARIS SA","Energie","Aandelen","4.369.885,22","0,01","4.369.885,22","353.908,00","12,35","Italië","Borsa Italiana","EUR"
"X","TMX GROUP LTD","Financiële waarden","Aandelen","4.345.399,82","0,01","4.345.399,82","44.367,00","97,94","Canada","Toronto Stock Exchange","CAD"
"1803","SHIMIZU CORP","Industrie","Aandelen","4.341.997,38","0,01","4.341.997,38","657.824,00","6,60","Japan","Tokyo Stock Exchange","JPY"
"9503","KANSAI ELECTRIC POWER INC","Nutsbedrijven","Aandelen","4.339.892,76","0,01","4.339.892,76","468.680,00","9,26","Japan","Tokyo Stock Exchange","JPY"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gezondheidszorg","Aandelen","4.337.458,57","0,01","4.337.458,57","78.579,00","55,20","Italië","Borsa Italiana","EUR"
"EDV","ENDEAVOUR GROUP LTD","Basis-consumentengoederen","Aandelen","4.296.795,63","0,01","4.296.795,63","985.995,00","4,36","Australië","Asx - All Markets","AUD"
"BN4","KEPPEL LTD","Industrie","Aandelen","4.284.160,99","0,01","4.284.160,99","1.095.660,00","3,91","Singapore","Singapore Exchange","SGD"
"H78","HONGKONG LAND HOLDINGS LTD","Vastgoed","Aandelen","4.221.492,01","0,01","4.221.492,01","766.151,00","5,51","Hong Kong","Singapore Exchange","USD"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aandelen","4.213.947,82","0,01","4.213.947,82","1.545.000,00","2,73","Singapore","Singapore Exchange","SGD"
"6383","DAIFUKU LTD","Industrie","Aandelen","4.199.540,91","0,01","4.199.540,91","62.800,00","66,87","Japan","Tokyo Stock Exchange","JPY"
"TWE","TREASURY WINE ESTATES LTD","Basis-consumentengoederen","Aandelen","4.191.552,38","0,01","4.191.552,38","556.573,00","7,53","Australië","Asx - All Markets","AUD"
"6823","HKT TRUST AND HKT UNITS LTD","Communicatie","Aandelen","4.172.704,90","0,01","4.172.704,90","3.072.223,00","1,36","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AKRBP","AKER BP","Energie","Aandelen","4.157.742,49","0,01","4.157.742,49","119.444,00","34,81","Noorwegen","Oslo Bors Asa","NOK"
"IAG","IA FINANCIAL INC","Financiële waarden","Aandelen","4.150.330,28","0,01","4.150.330,28","65.761,00","63,11","Canada","Toronto Stock Exchange","CAD"
"GJF","GJENSIDIGE FORSIKRING","Financiële waarden","Aandelen","4.147.792,80","0,01","4.147.792,80","171.762,00","24,15","Noorwegen","Oslo Bors Asa","NOK"
"GRF","GRIFOLS SA CLASS A","Gezondheidszorg","Aandelen","4.144.286,93","0,01","4.144.286,93","236.462,00","17,53","Spanje","Bolsa De Madrid","EUR"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financiële waarden","Aandelen","4.140.006,82","0,01","4.140.006,82","106.861,00","38,74","Israël","Tel Aviv Stock Exchange","ILS"
"HL.","HARGREAVES LANSDOWN PLC","Financiële waarden","Aandelen","4.132.060,17","0,01","4.132.060,17","230.173,00","17,95","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LUN","LUNDIN MINING CORP","Materialen","Aandelen","4.128.274,63","0,01","4.128.274,63","503.939,00","8,19","Canada","Toronto Stock Exchange","CAD"
"ONEX","ONEX CORP","Financiële waarden","Aandelen","4.124.686,56","0,01","4.124.686,56","59.752,00","69,03","Canada","Toronto Stock Exchange","CAD"
"COV","COVIVIO SA","Vastgoed","Aandelen","4.112.699,49","0,01","4.112.699,49","49.568,00","82,97","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"UHAL","AMERCO","Industrie","Aandelen","4.110.691,00","0,01","4.110.691,00","6.988,00","588,25","Verenigde Staten","NASDAQ","USD"
"3064","MONOTARO LTD","Industrie","Aandelen","4.088.719,30","0,01","4.088.719,30","255.700,00","15,99","Japan","Tokyo Stock Exchange","JPY"
"CLVT","CLARIVATE PLC","Industrie","Aandelen","4.060.337,10","0,01","4.060.337,10","262.635,00","15,46","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IVN","IVANHOE MINES LTD CLASS A","Materialen","Aandelen","4.034.344,09","0,01","4.034.344,09","476.897,00","8,46","Canada","Toronto Stock Exchange","CAD"
"FOX","FOX CORP CLASS B","Communicatie","Aandelen","4.016.627,28","0,01","4.016.627,28","114.728,00","35,01","Verenigde Staten","NASDAQ","USD"
"SOFI","SOFI TECHNOLOGIES INC","Financiële waarden","Aandelen","4.015.169,28","0,01","4.015.169,28","353.448,00","11,36","Verenigde Staten","NASDAQ","USD"
"288","WH GROUP LTD","Basis-consumentengoederen","Aandelen","4.017.595,67","0,01","4.017.595,67","6.148.500,00","0,65","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3436","SUMCO CORP","IT","Aandelen","3.995.114,56","0,01","3.995.114,56","227.200,00","17,58","Japan","Tokyo Stock Exchange","JPY"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financiële waarden","Aandelen","3.967.715,93","0,01","3.967.715,93","431.762,00","9,19","Verenigd Koninkrijk","London Stock Exchange","GBP"
"ALD","AMPOL LTD","Energie","Aandelen","3.966.210,81","0,01","3.966.210,81","193.220,00","20,53","Australië","Asx - All Markets","AUD"
"AMP","AMPLIFON","Gezondheidszorg","Aandelen","3.951.134,00","0,01","3.951.134,00","97.174,00","40,66","Italië","Borsa Italiana","EUR"
"NVCR","NOVOCURE LTD","Gezondheidszorg","Aandelen","3.945.539,25","0,01","3.945.539,25","65.595,00","60,15","Verenigde Staten","NASDAQ","USD"
"IPGP","IPG PHOTONICS CORP","IT","Aandelen","3.922.233,22","0,01","3.922.233,22","27.509,00","142,58","Verenigde Staten","NASDAQ","USD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Luxe-consumentengoederen","Aandelen","3.917.560,05","0,01","3.917.560,05","303.940,00","12,89","Japan","Tokyo Stock Exchange","JPY"
"BC8","BECHTLE AG","IT","Aandelen","3.897.910,70","0,01","3.897.910,70","68.152,00","57,19","Duitsland","Xetra","EUR"
"CLN","CLARIANT AG","Materialen","Aandelen","3.894.683,04","0,01","3.894.683,04","184.522,00","21,11","Zwitserland","SIX Swiss Exchange","CHF"
"SDR","SCHRODERS PLC","Financiële waarden","Aandelen","3.884.632,83","0,01","3.884.632,83","87.187,00","44,56","Verenigd Koninkrijk","London Stock Exchange","GBP"
"8954","ORIX JREIT REIT INC","Vastgoed","Aandelen","3.882.922,60","0,01","3.882.922,60","2.740,00","1.417,13","Japan","Tokyo Stock Exchange","JPY"
"7752","RICOH LTD","IT","Aandelen","3.878.025,90","0,01","3.878.025,90","464.900,00","8,34","Japan","Tokyo Stock Exchange","JPY"
"5332","TOTO LTD","Industrie","Aandelen","3.808.690,94","0,01","3.808.690,94","93.057,00","40,93","Japan","Tokyo Stock Exchange","JPY"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Communicatie","Aandelen","3.800.518,30","0,01","3.800.518,30","69.739,00","54,50","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aandelen","3.797.779,74","0,01","3.797.779,74","121.257,00","31,32","Canada","Toronto Stock Exchange","CAD"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrie","Aandelen","3.783.865,99","0,01","3.783.865,99","180.623,00","20,95","Spanje","Bolsa De Madrid","EUR"
"ORI","ORICA LTD","Materialen","Aandelen","3.778.347,28","0,01","3.778.347,28","399.867,00","9,45","Australië","Asx - All Markets","AUD"
"SPK","SPARK NEW ZEALAND LTD","Communicatie","Aandelen","3.776.101,11","0,01","3.776.101,11","1.312.737,00","2,88","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"EO","FAURECIA","Luxe-consumentengoederen","Aandelen","3.746.465,03","0,01","3.746.465,03","84.030,00","44,58","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4612","NIPPON PAINT HOLDINGS LTD","Materialen","Aandelen","3.736.627,83","0,01","3.736.627,83","493.000,00","7,58","Japan","Tokyo Stock Exchange","JPY"
"7951","YAMAHA CORP","Luxe-consumentengoederen","Aandelen","3.736.627,83","0,01","3.736.627,83","87.500,00","42,70","Japan","Tokyo Stock Exchange","JPY"
"V03","VENTURE CORPORATION LTD","IT","Aandelen","3.717.823,19","0,01","3.717.823,19","282.100,00","13,18","Singapore","Singapore Exchange","SGD"
"DEMANT","DEMANT","Gezondheidszorg","Aandelen","3.697.355,13","0,01","3.697.355,13","85.380,00","43,30","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"TIT","TELECOM ITALIA","Communicatie","Aandelen","3.683.361,21","0,01","3.683.361,21","8.095.465,00","0,45","Italië","Borsa Italiana","EUR"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aandelen","3.662.297,65","0,01","3.662.297,65","972.000,00","3,77","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AFRM","AFFIRM HOLDINGS INC CLASS A","IT","Aandelen","3.654.764,48","0,01","3.654.764,48","71.648,00","51,01","Verenigde Staten","NASDAQ","USD"
"1812","KAJIMA CORP","Industrie","Aandelen","3.647.255,88","0,01","3.647.255,88","308.467,00","11,82","Japan","Tokyo Stock Exchange","JPY"
"VOLV A","VOLVO CLASS A","Industrie","Aandelen","3.633.097,77","0,01","3.633.097,77","157.249,00","23,10","Zweden","Nasdaq Omx Nordic","SEK"
"8473","SBI HOLDINGS INC","Financiële waarden","Aandelen","3.630.763,57","0,01","3.630.763,57","148.900,00","24,38","Japan","Tokyo Stock Exchange","JPY"
"2267","YAKULT HONSHA LTD","Basis-consumentengoederen","Aandelen","3.624.860,32","0,01","3.624.860,32","72.400,00","50,07","Japan","Tokyo Stock Exchange","JPY"
"LXS","LANXESS AG","Materialen","Aandelen","3.617.022,13","0,01","3.617.022,13","59.310,00","60,99","Duitsland","Xetra","EUR"
"SAP","SAPUTO INC","Basis-consumentengoederen","Aandelen","3.597.203,95","0,01","3.597.203,95","165.262,00","21,77","Canada","Toronto Stock Exchange","CAD"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aandelen","3.576.267,34","0,01","3.576.267,34","120.404,00","29,70","Zweden","Nasdaq Omx Nordic","SEK"
"4912","LION CORP","Basis-consumentengoederen","Aandelen","3.574.853,83","0,01","3.574.853,83","275.500,00","12,98","Japan","Tokyo Stock Exchange","JPY"
"4185","JSR CORP","Materialen","Aandelen","3.545.082,07","0,01","3.545.082,07","114.800,00","30,88","Japan","Tokyo Stock Exchange","JPY"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrie","Aandelen","3.547.403,53","0,01","3.547.403,53","240.900,00","14,73","Japan","Tokyo Stock Exchange","JPY"
"3283","NIPPON PROLOGIS REIT INC","Vastgoed","Aandelen","3.547.386,20","0,01","3.547.386,20","1.136,00","3.122,70","Japan","Tokyo Stock Exchange","JPY"
"4536","SANTEN PHARMACEUTICAL LTD","Gezondheidszorg","Aandelen","3.536.311,07","0,01","3.536.311,07","319.444,00","11,07","Japan","Tokyo Stock Exchange","JPY"
"EMP.A","EMPIRE LTD CLASS A","Basis-consumentengoederen","Aandelen","3.535.650,73","0,01","3.535.650,73","116.912,00","30,24","Canada","Toronto Stock Exchange","CAD"
"JD.","JD SPORTS FASHION PLC","Luxe-consumentengoederen","Aandelen","3.534.126,40","0,01","3.534.126,40","1.411.221,00","2,50","Verenigd Koninkrijk","London Stock Exchange","GBP"
"AZJ","AURIZON HOLDINGS LTD","Industrie","Aandelen","3.525.727,22","0,01","3.525.727,22","1.449.266,00","2,43","Australië","Asx - All Markets","AUD"
"INDU A","INDUSTRIVARDEN A","Financiële waarden","Aandelen","3.524.083,23","0,01","3.524.083,23","112.808,00","31,24","Zweden","Nasdaq Omx Nordic","SEK"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aandelen","3.524.810,56","0,01","3.524.810,56","14.644,00","240,70","Zwitserland","SIX Swiss Exchange","CHF"
"7259","AISIN CORP","Luxe-consumentengoederen","Aandelen","3.508.569,88","0,01","3.508.569,88","99.398,00","35,30","Japan","Tokyo Stock Exchange","JPY"
"BOL","BOLLORE","Communicatie","Aandelen","3.501.933,08","0,01","3.501.933,08","663.224,00","5,28","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"7261","MAZDA MOTOR CORP","Luxe-consumentengoederen","Aandelen","3.472.401,58","0,01","3.472.401,58","462.900,00","7,50","Japan","Tokyo Stock Exchange","JPY"
"AMUN","AMUNDI SA","Financiële waarden","Aandelen","3.451.354,18","0,01","3.451.354,18","45.491,00","75,87","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BIM","BIOMERIEUX SA","Gezondheidszorg","Aandelen","3.433.958,73","0,01","3.433.958,73","30.541,00","112,44","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Vastgoed","Aandelen","3.412.055,05","0,01","3.412.055,05","835.814,00","4,08","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aandelen","3.396.652,09","0,01","3.396.652,09","120.100,00","28,28","Japan","Tokyo Stock Exchange","JPY"
"INDU C","INDUSTRIVARDEN SERIES","Financiële waarden","Aandelen","3.377.050,92","0,01","3.377.050,92","109.448,00","30,86","Zweden","Nasdaq Omx Nordic","SEK"
"RCO","REMY COINTREAU SA","Basis-consumentengoederen","Aandelen","3.338.399,03","0,01","3.338.399,03","16.004,00","208,60","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"EVK","EVONIK INDUSTRIES AG","Materialen","Aandelen","3.328.743,11","0,01","3.328.743,11","101.554,00","32,78","Duitsland","Xetra","EUR"
"BMW3","BMW PREF AG","Luxe-consumentengoederen","Aandelen","3.315.075,88","0,01","3.315.075,88","38.767,00","85,51","Duitsland","Xetra","EUR"
"REA","REA GROUP LTD","Communicatie","Aandelen","3.307.136,08","0,01","3.307.136,08","34.702,00","95,30","Australië","Asx - All Markets","AUD"
"CU","CANADIAN UTILITIES LTD CLASS A","Nutsbedrijven","Aandelen","3.277.833,69","0,01","3.277.833,69","114.652,00","28,59","Canada","Toronto Stock Exchange","CAD"
"REH","REECE LTD","Industrie","Aandelen","3.259.877,89","0,01","3.259.877,89","228.746,00","14,25","Australië","Asx - All Markets","AUD"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financiële waarden","Aandelen","3.238.987,78","0,01","3.238.987,78","64.768,00","50,01","Zweden","Nasdaq Omx Nordic","SEK"
"NEM","NEMETSCHEK","IT","Aandelen","3.218.541,13","0,01","3.218.541,13","37.472,00","85,89","Duitsland","Xetra","EUR"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Luxe-consumentengoederen","Aandelen","3.215.427,03","0,01","3.215.427,03","47.663,00","67,46","Australië","Asx - All Markets","AUD"
"AM","DASSAULT AVIATION SA","Industrie","Aandelen","3.198.311,40","0,01","3.198.311,40","27.140,00","117,85","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"3626","TIS INC","IT","Aandelen","3.182.124,82","0,01","3.182.124,82","127.600,00","24,94","Japan","Tokyo Stock Exchange","JPY"
"JMAT","JOHNSON MATTHEY PLC","Materialen","Aandelen","3.169.100,77","0,01","3.169.100,77","124.156,00","25,53","Verenigd Koninkrijk","London Stock Exchange","GBP"
"ICL","ICL GROUP LTD","Materialen","Aandelen","3.167.510,25","0,01","3.167.510,25","347.350,00","9,12","Israël","Tel Aviv Stock Exchange","ILS"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrie","Aandelen","3.169.602,95","0,01","3.169.602,95","659.019,00","4,81","Nieuw-Zeeland","New Zealand Exchange Ltd","NZD"
"7182","JAPAN POST BANK LTD","Financiële waarden","Aandelen","3.154.626,01","0,01","3.154.626,01","327.800,00","9,62","Japan","Tokyo Stock Exchange","JPY"
"SIRI","SIRIUS XM HOLDINGS INC","Communicatie","Aandelen","3.143.077,81","0,01","3.143.077,81","512.737,00","6,13","Verenigde Staten","NASDAQ","USD"
"EVN","EVOLUTION MINING LTD","Materialen","Aandelen","3.143.677,50","0,01","3.143.677,50","1.288.488,00","2,44","Australië","Asx - All Markets","AUD"
"ELI","ELIA GROUP SA","Nutsbedrijven","Aandelen","3.144.188,36","0,01","3.144.188,36","23.659,00","132,90","België","Nyse Euronext - Euronext Brussels","EUR"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financiële waarden","Aandelen","3.141.747,15","0,01","3.141.747,15","771.700,00","4,07","Japan","Tokyo Stock Exchange","JPY"
"AVV","AVEVA GROUP PLC","IT","Aandelen","3.131.501,25","0,01","3.131.501,25","82.773,00","37,83","Verenigd Koninkrijk","London Stock Exchange","GBP"
"BANB","BACHEM HOLDING AG","Gezondheidszorg","Aandelen","3.122.637,82","0,01","3.122.637,82","5.457,00","572,23","Zwitserland","SIX Swiss Exchange","CHF"
"FDJ","LA FRANCAISE DES JEUX SA","Luxe-consumentengoederen","Aandelen","3.098.638,81","0,01","3.098.638,81","78.136,00","39,66","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"LIFCO B","LIFCO CLASS B","Industrie","Aandelen","3.080.674,51","0,01","3.080.674,51","138.657,00","22,22","Zweden","Nasdaq Omx Nordic","SEK"
"VOE","VOESTALPINE AG","Materialen","Aandelen","3.079.526,16","0,01","3.079.526,16","91.705,00","33,58","Oostenrijk","Wiener Boerse Ag","EUR"
"3288","OPEN HOUSE GROUP LTD","Luxe-consumentengoederen","Aandelen","3.048.516,61","0,01","3.048.516,61","62.400,00","48,85","Japan","Tokyo Stock Exchange","JPY"
"PROX","PROXIMUS NV","Communicatie","Aandelen","3.018.020,32","0,01","3.018.020,32","146.601,00","20,59","België","Nyse Euronext - Euronext Brussels","EUR"
"ORNBV","ORION CLASS B","Gezondheidszorg","Aandelen","3.011.488,95","0,01","3.011.488,95","74.865,00","40,23","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Nutsbedrijven","Aandelen","2.988.958,38","0,01","2.988.958,38","1.116.700,00","2,68","Japan","Tokyo Stock Exchange","JPY"
"EMBRAC B","EMBRACER GROUP","Communicatie","Aandelen","2.985.148,88","0,01","2.985.148,88","317.725,00","9,40","Zweden","Nasdaq Omx Nordic","SEK"
"1801","TAISEI CORP","Industrie","Aandelen","2.986.397,68","0,01","2.986.397,68","94.198,00","31,70","Japan","Tokyo Stock Exchange","JPY"
"REE","RED ELECTRICA SA","Nutsbedrijven","Aandelen","2.959.127,44","0,01","2.959.127,44","146.923,00","20,14","Spanje","Bolsa De Madrid","EUR"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aandelen","2.956.057,96","0,01","2.956.057,96","17.972,00","164,48","Israël","Tel Aviv Stock Exchange","ILS"
"BCE","BCE INC","Communicatie","Aandelen","2.944.408,48","0,01","2.944.408,48","57.028,00","51,63","Canada","Toronto Stock Exchange","CAD"
"RAA","RATIONAL AG","Industrie","Aandelen","2.927.406,75","0,01","2.927.406,75","3.589,00","815,66","Duitsland","Xetra","EUR"
"8355","SHIZUOKA BANK LTD","Financiële waarden","Aandelen","2.916.588,85","0,01","2.916.588,85","369.600,00","7,89","Japan","Tokyo Stock Exchange","JPY"
"8331","CHIBA BANK LTD","Financiële waarden","Aandelen","2.918.246,78","0,01","2.918.246,78","456.500,00","6,39","Japan","Tokyo Stock Exchange","JPY"
"MF","WENDEL","Financiële waarden","Aandelen","2.920.041,84","0,01","2.920.041,84","27.141,00","107,59","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"4062","IBIDEN LTD","IT","Aandelen","2.917.389,23","0,01","2.917.389,23","59.400,00","49,11","Japan","Tokyo Stock Exchange","JPY"
"DISCA","DISCOVERY INC SERIES A","Communicatie","Aandelen","2.911.635,92","0,01","2.911.635,92","115.358,00","25,24","Verenigde Staten","NASDAQ","USD"
"1802","OBAYASHI CORP","Industrie","Aandelen","2.886.327,90","0,01","2.886.327,90","363.372,00","7,94","Japan","Tokyo Stock Exchange","JPY"
"VCX","VICINITY CENTRES","Vastgoed","Aandelen","2.887.658,31","0,01","2.887.658,31","2.583.658,00","1,12","Australië","Asx - All Markets","AUD"
"C6L","SINGAPORE AIRLINES LTD","Industrie","Aandelen","2.881.467,07","0,01","2.881.467,07","785.955,00","3,67","Singapore","Singapore Exchange","SGD"
"SAGA B","SAGAX CLASS B","Vastgoed","Aandelen","2.876.291,73","0,01","2.876.291,73","103.936,00","27,67","Zweden","Nasdaq Omx Nordic","SEK"
"6806","HIROSE ELECTRIC LTD","IT","Aandelen","2.867.335,09","0,01","2.867.335,09","20.650,00","138,85","Japan","Tokyo Stock Exchange","JPY"
"CHWY","CHEWY INC CLASS A","Luxe-consumentengoederen","Aandelen","2.848.628,87","0,01","2.848.628,87","66.697,00","42,71","Verenigde Staten","New York Stock Exchange Inc.","USD"
"3003","HULIC LTD","Vastgoed","Aandelen","2.840.873,84","0,01","2.840.873,84","321.534,00","8,84","Japan","Tokyo Stock Exchange","JPY"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Vastgoed","Aandelen","2.838.639,49","0,01","2.838.639,49","2.232.788,00","1,27","Singapore","Singapore Exchange","SGD"
"9041","KINTETSU GROUP HOLDINGS LTD","Industrie","Aandelen","2.832.742,86","0,01","2.832.742,86","99.400,00","28,50","Japan","Tokyo Stock Exchange","JPY"
